orderNumber,customerName,customerEmail,deliveryDate,totalAmount,currency,status,shippingAddress
SO-2024-0181,CloudNine Services,orders@cloudnineservices.com,2024-07-04,21059.05,USD,DELIVERED,"601 Park Ave, Singapore 048583, Singapore"
SO-2024-0182,Dynamo Sports,orders@dynamosports.com,2024-08-03,70217.25,CAD,DELIVERED,"159 Main St, Los Angeles, CA 90001, USA"
SO-2024-0183,SilverLine Transport,sales@silverlinetransport.com,2024-10-15,60394.57,INR,SHIPPED,"396 Victoria Rd, Manchester M1 1AA, UK"
SO-2024-0184,Sapphire Financial,procurement@sapphirefinancial.com,2025-05-09,32549.23,JPY,SHIPPED,"204 Tech Park Rd, Chennai, Tamil Nadu 600001, India"
SO-2024-0185,Atlas Engineering,ops@atlasengineering.com,2025-03-09,30838.94,USD,SHIPPED,"855 Market St, Tokyo 100-0001, Japan"
SO-2024-0186,BrightPath Labs,supply@brightpathlabs.com,2025-05-07,29948.54,INR,PENDING,"320 Tech Park Rd, Singapore 048583, Singapore"
SO-2024-0187,CloudNine Services,admin@cloudnineservices.com,2024-03-18,69274.89,USD,SHIPPED,"864 River Rd, London EC1A 1BB, UK"
SO-2024-0188,Atlas Engineering,ops@atlasengineering.com,2024-03-01,92769.07,USD,DELIVERED,"361 Harbor Blvd, Munich 80331, Germany"
SO-2024-0189,Falcon Aerospace,procurement@falconaerospace.com,2024-03-08,92019.50,USD,SHIPPED,"241 Park Ave, Munich 80331, Germany"
SO-2024-0190,Horizon Textiles,orders@horizontextiles.com,2024-04-13,1260.05,USD,DELIVERED,"593 King St, San Francisco, CA 94105, USA"
SO-2024-0191,Ivory Tower Publishing,supply@ivorytowerpublishing.com,2024-04-29,24022.89,INR,CONFIRMED,"77 King St, Tokyo 100-0001, Japan"
SO-2024-0192,Apex Innovations,purchase@apexinnovations.com,2024-05-16,74333.69,USD,CONFIRMED,"646 Industrial Way, Seattle, WA 98101, USA"
SO-2024-0193,MegaTech Inc,procurement@megatechinc.com,2025-06-07,55185.57,SGD,CONFIRMED,"826 Victoria Rd, Sydney, NSW 2000, Australia"
SO-2024-0194,PrimePath Consulting,info@primepathconsulting.com,2024-09-19,22828.15,USD,CONFIRMED,"217 Market St, Sydney, NSW 2000, Australia"
SO-2024-0195,RedOak Industries,sales@redoakindustries.com,2024-04-18,69661.73,EUR,SHIPPED,"523 River Rd, Manchester M1 1AA, UK"
SO-2024-0196,Ironclad Security,ops@ironcladsecurity.com,,91785.43,USD,CANCELLED,"151 Harbor Blvd, Los Angeles, CA 90001, USA"
SO-2024-0197,Trident Pharma,supply@tridentpharma.com,2024-03-09,22258.20,USD,DELIVERED,"43 Enterprise Ln, Denver, CO 80201, USA"
SO-2024-0198,Phoenix Recycling,info@phoenixrecycling.com,2025-02-17,98262.11,JPY,DELIVERED,"74 Enterprise Ln, Boston, MA 02101, USA"
SO-2024-0199,Orbit Digital,info@orbitdigital.com,2024-05-06,79878.14,EUR,DELIVERED,"228 Harbor Blvd, Delhi, Delhi 110001, India"
SO-2024-0200,Evergreen Foods,supply@evergreenfoods.com,2024-02-15,84989.73,AUD,PENDING,"58 Main St, Dubai 00000, UAE"
SO-2024-0201,WildTrail Outdoors,purchase@wildtrailoutdoors.com,2024-04-02,88086.07,GBP,DELIVERED,"218 Queen St, Chicago, IL 60601, USA"
SO-2024-0202,Acme Corporation,ops@acmecorporation.com,2024-10-24,52856.31,USD,DELIVERED,"471 Park Ave, Dubai 00000, UAE"
SO-2024-0203,Ivory Tower Publishing,purchase@ivorytowerpublishing.com,2025-05-19,33795.06,USD,DELIVERED,"213 King St, Chicago, IL 60601, USA"
SO-2024-0204,CloudNine Services,info@cloudnineservices.com,2024-05-18,21032.80,USD,DELIVERED,"637 Harbor Blvd, Miami, FL 33101, USA"
SO-2024-0205,PrimePath Consulting,sales@primepathconsulting.com,2024-11-26,77118.18,USD,DELIVERED,"528 Main St, Manchester M1 1AA, UK"
SO-2024-0206,Mosaic Designs,ops@mosaicdesigns.com,2025-06-03,8288.76,INR,SHIPPED,"364 Innovation Dr, Singapore 048583, Singapore"
SO-2024-0207,NovaStar Tech,supply@novastartech.com,2024-04-28,55689.51,CAD,DELIVERED,"971 Warehouse Rd, Denver, CO 80201, USA"
SO-2024-0208,MegaTech Inc,orders@megatechinc.com,2024-06-13,77620.38,USD,SHIPPED,"228 Commerce Blvd, Seattle, WA 98101, USA"
SO-2024-0209,Eclipse Media,supply@eclipsemedia.com,2024-02-06,69890.40,USD,DELIVERED,"277 Business Ave, Chennai, Tamil Nadu 600001, India"
SO-2024-0210,Beacon Software,info@beaconsoftware.com,2024-02-04,51294.15,USD,SHIPPED,"745 River Rd, Houston, TX 77001, USA"
SO-2024-0211,Dynamo Sports,orders@dynamosports.com,2025-02-25,26946.16,USD,CONFIRMED,"149 Tech Park Rd, Berlin 10115, Germany"
SO-2024-0212,JetStream Aviation,sales@jetstreamaviation.com,2024-09-11,95495.99,INR,CONFIRMED,"658 Maple Dr, Chennai, Tamil Nadu 600001, India"
SO-2024-0213,Delta Systems,supply@deltasystems.com,2025-03-13,55400.33,JPY,SHIPPED,"210 Queen St, Austin, TX 73301, USA"
SO-2024-0214,Beacon Software,ops@beaconsoftware.com,2025-06-22,86980.07,USD,DELIVERED,"9 Oak St, Seattle, WA 98101, USA"
SO-2024-0215,Pacific Imports Co,info@pacificimportsco.com,2024-10-23,92653.72,AUD,CONFIRMED,"136 Park Ave, Mumbai, Maharashtra 400001, India"
SO-2024-0216,Phoenix Recycling,orders@phoenixrecycling.com,2024-11-29,71983.16,GBP,PENDING,"845 Tech Park Rd, Manchester M1 1AA, UK"
SO-2024-0217,Ivory Tower Publishing,supply@ivorytowerpublishing.com,2025-03-01,56888.90,USD,CONFIRMED,"365 Station Rd, Tokyo 100-0001, Japan"
SO-2024-0218,Horizon Textiles,admin@horizontextiles.com,2025-03-14,14578.47,USD,DELIVERED,"775 River Rd, Miami, FL 33101, USA"
SO-2024-0219,BlueWave Logistics,sales@bluewavelogistics.com,,89585.76,USD,CANCELLED,"674 Enterprise Ln, New York, NY 10001, USA"
SO-2024-0220,Vanguard Motors,info@vanguardmotors.com,2025-04-05,68515.24,USD,CONFIRMED,"813 Commerce Blvd, Delhi, Delhi 110001, India"
SO-2024-0221,Sapphire Financial,info@sapphirefinancial.com,2025-03-05,82124.67,USD,DELIVERED,"396 Maple Dr, San Francisco, CA 94105, USA"
SO-2024-0222,Harbor Marine,info@harbormarine.com,2025-04-15,53666.10,INR,PENDING,"967 Market St, New York, NY 10001, USA"
SO-2024-0223,Phoenix Recycling,sales@phoenixrecycling.com,2025-04-20,77776.90,JPY,PENDING,"144 Queen St, San Francisco, CA 94105, USA"
SO-2024-0224,Orbit Digital,purchase@orbitdigital.com,2025-04-27,30914.13,USD,PENDING,"867 Central Ave, San Francisco, CA 94105, USA"
SO-2024-0225,Neptune Fisheries,sales@neptunefisheries.com,2025-05-25,88190.58,USD,DELIVERED,"629 Victoria Rd, Delhi, Delhi 110001, India"
SO-2024-0226,Harbor Marine,admin@harbormarine.com,2024-06-30,14827.50,USD,SHIPPED,"539 Park Ave, New York, NY 10001, USA"
SO-2024-0227,Nordic Supplies AB,supply@nordicsuppliesab.com,2024-10-24,76991.72,USD,DELIVERED,"713 Market St, Bangalore, Karnataka 560001, India"
SO-2024-0228,Horizon Textiles,admin@horizontextiles.com,2024-02-21,88612.43,USD,CONFIRMED,"320 River Rd, Mumbai, Maharashtra 400001, India"
SO-2024-0229,Pacific Imports Co,orders@pacificimportsco.com,2025-05-04,1795.36,INR,PENDING,"726 Commerce Blvd, Bangalore, Karnataka 560001, India"
SO-2024-0230,Harbor Marine,info@harbormarine.com,2024-02-26,2366.77,INR,PENDING,"586 High St, London EC1A 1BB, UK"
SO-2024-0231,Ivory Tower Publishing,sales@ivorytowerpublishing.com,,86907.62,JPY,CANCELLED,"438 Market St, Seattle, WA 98101, USA"
SO-2024-0232,RedOak Industries,info@redoakindustries.com,2024-04-21,54804.38,USD,DELIVERED,"922 River Rd, Toronto, ON M5A 1A1, Canada"
SO-2024-0233,Phoenix Recycling,admin@phoenixrecycling.com,2024-11-25,20459.04,EUR,CONFIRMED,"597 Oak St, London EC1A 1BB, UK"
SO-2024-0234,Sapphire Financial,ops@sapphirefinancial.com,2024-12-05,12240.12,GBP,CONFIRMED,"132 River Rd, Miami, FL 33101, USA"
SO-2024-0235,Zenith Electronics,admin@zenithelectronics.com,2025-05-14,65604.83,USD,CONFIRMED,"852 Oak St, London EC1A 1BB, UK"
SO-2024-0236,Eclipse Media,sales@eclipsemedia.com,2024-10-09,1918.03,USD,DELIVERED,"234 Commerce Blvd, Manchester M1 1AA, UK"
SO-2024-0237,Evergreen Foods,ops@evergreenfoods.com,2024-07-06,98216.41,CAD,SHIPPED,"797 Oak St, Tokyo 100-0001, Japan"
SO-2024-0238,Vertex Analytics,purchase@vertexanalytics.com,2024-08-10,62597.94,USD,SHIPPED,"534 Warehouse Rd, Berlin 10115, Germany"
SO-2024-0239,NovaStar Tech,admin@novastartech.com,2024-07-01,58427.14,USD,PENDING,"396 Commerce Blvd, Sydney, NSW 2000, Australia"
SO-2024-0240,Keystone Construction,purchase@keystoneconstruction.com,2025-03-18,26817.38,INR,DELIVERED,"734 King St, Boston, MA 02101, USA"
SO-2024-0241,TechStart India,admin@techstartindia.com,2024-12-01,70827.55,USD,DELIVERED,"468 Business Ave, Los Angeles, CA 90001, USA"
SO-2024-0242,Atlas Engineering,admin@atlasengineering.com,2024-04-16,97338.56,USD,DELIVERED,"347 Warehouse Rd, Miami, FL 33101, USA"
SO-2024-0243,MegaTech Inc,info@megatechinc.com,2024-07-23,30126.34,USD,DELIVERED,"951 Station Rd, Miami, FL 33101, USA"
SO-2024-0244,Maple Creek Farms,orders@maplecreekfarms.com,2025-06-11,93176.65,EUR,SHIPPED,"22 Station Rd, Tokyo 100-0001, Japan"
SO-2024-0245,BrightPath Labs,orders@brightpathlabs.com,2024-05-07,21709.18,EUR,SHIPPED,"351 Innovation Dr, London EC1A 1BB, UK"
SO-2024-0246,Harbor Marine,admin@harbormarine.com,2024-10-31,85017.57,GBP,DELIVERED,"820 Warehouse Rd, Seattle, WA 98101, USA"
SO-2024-0247,Sapphire Financial,supply@sapphirefinancial.com,2024-04-25,34014.33,EUR,DELIVERED,"693 Maple Dr, New York, NY 10001, USA"
SO-2024-0248,TechStart India,purchase@techstartindia.com,2024-04-13,33389.90,USD,DELIVERED,"726 Central Ave, Los Angeles, CA 90001, USA"
SO-2024-0249,Maple Creek Farms,admin@maplecreekfarms.com,2025-05-03,70720.77,USD,CONFIRMED,"45 Warehouse Rd, Manchester M1 1AA, UK"
SO-2024-0250,BrightPath Labs,purchase@brightpathlabs.com,2024-09-20,62794.32,USD,PENDING,"992 Commerce Blvd, Berlin 10115, Germany"
SO-2024-0251,Eclipse Media,info@eclipsemedia.com,2024-03-18,16319.66,SGD,PENDING,"456 Oak St, Austin, TX 73301, USA"
SO-2024-0252,Atlas Engineering,admin@atlasengineering.com,2025-03-17,21791.93,JPY,SHIPPED,"742 High St, Delhi, Delhi 110001, India"
SO-2024-0253,Ironclad Security,purchase@ironcladsecurity.com,2024-11-01,37063.12,USD,PENDING,"889 King St, Tokyo 100-0001, Japan"
SO-2024-0254,Eclipse Media,procurement@eclipsemedia.com,2024-11-23,50999.00,USD,DELIVERED,"180 King St, Chicago, IL 60601, USA"
SO-2024-0255,Trident Pharma,procurement@tridentpharma.com,2024-08-28,38552.37,EUR,DELIVERED,"228 Tech Park Rd, Seattle, WA 98101, USA"
SO-2024-0256,Nordic Supplies AB,purchase@nordicsuppliesab.com,2024-02-08,24719.15,USD,SHIPPED,"610 Victoria Rd, Los Angeles, CA 90001, USA"
SO-2024-0257,Pinnacle Group,orders@pinnaclegroup.com,2025-06-29,97809.94,SGD,DELIVERED,"713 Warehouse Rd, Mumbai, Maharashtra 400001, India"
SO-2024-0258,Frontier Agriculture,purchase@frontieragriculture.com,2025-01-31,68142.82,USD,DELIVERED,"433 Tech Park Rd, Dubai 00000, UAE"
SO-2024-0259,Sapphire Financial,supply@sapphirefinancial.com,2024-05-31,87395.62,USD,CONFIRMED,"389 Maple Dr, Hyderabad, Telangana 500001, India"
SO-2024-0260,Falcon Aerospace,purchase@falconaerospace.com,2024-12-04,86212.80,GBP,CONFIRMED,"537 Warehouse Rd, Seattle, WA 98101, USA"
SO-2024-0261,TechStart India,orders@techstartindia.com,2024-11-04,80140.87,INR,DELIVERED,"834 Warehouse Rd, Paris 75001, France"
SO-2024-0262,CoreBridge Solutions,orders@corebridgesolutions.com,2025-01-11,37146.00,JPY,DELIVERED,"360 Central Ave, Chennai, Tamil Nadu 600001, India"
SO-2024-0263,Infoway Solutions,orders@infowaysolutions.com,2024-05-19,39449.36,USD,PENDING,"237 Queen St, Sydney, NSW 2000, Australia"
SO-2024-0264,Orbit Digital,orders@orbitdigital.com,2024-12-13,94262.62,USD,PENDING,"43 Harbor Blvd, Singapore 048583, Singapore"
SO-2024-0265,Summit Healthcare,procurement@summithealthcare.com,2024-04-10,28605.69,AUD,SHIPPED,"30 High St, Los Angeles, CA 90001, USA"
SO-2024-0266,Phoenix Recycling,orders@phoenixrecycling.com,2024-11-29,73343.96,CAD,DELIVERED,"140 Harbor Blvd, Tokyo 100-0001, Japan"
SO-2024-0267,BrightPath Labs,orders@brightpathlabs.com,2024-09-20,95400.01,EUR,DELIVERED,"489 Maple Dr, Tokyo 100-0001, Japan"
SO-2024-0268,GreenLeaf Organics,orders@greenleaforganics.com,2024-10-23,57163.43,INR,DELIVERED,"585 Victoria Rd, Chicago, IL 60601, USA"
SO-2024-0269,Orbit Digital,ops@orbitdigital.com,2024-12-21,32423.59,SGD,CONFIRMED,"276 Main St, Munich 80331, Germany"
SO-2024-0270,GreenLeaf Organics,procurement@greenleaforganics.com,2025-06-17,79183.48,INR,DELIVERED,"16 Market St, Delhi, Delhi 110001, India"
SO-2024-0271,TechStart India,orders@techstartindia.com,2024-09-17,26700.10,GBP,CONFIRMED,"588 Business Ave, Boston, MA 02101, USA"
SO-2024-0272,Ironclad Security,purchase@ironcladsecurity.com,2024-06-05,70688.58,EUR,DELIVERED,"305 Victoria Rd, Houston, TX 77001, USA"
SO-2024-0273,Acme Corporation,info@acmecorporation.com,2024-08-31,91466.30,GBP,DELIVERED,"336 Industrial Way, San Francisco, CA 94105, USA"
SO-2024-0274,Delta Systems,supply@deltasystems.com,2024-04-22,1711.02,SGD,PENDING,"670 Tech Park Rd, Delhi, Delhi 110001, India"
SO-2024-0275,Eclipse Media,info@eclipsemedia.com,2024-07-17,37719.18,USD,DELIVERED,"62 Park Ave, Manchester M1 1AA, UK"
SO-2024-0276,ClearView Optics,orders@clearviewoptics.com,2024-06-25,38249.86,USD,DELIVERED,"4 Station Rd, Manchester M1 1AA, UK"
SO-2024-0277,Nordic Supplies AB,ops@nordicsuppliesab.com,,53336.71,USD,CANCELLED,"918 Victoria Rd, Hyderabad, Telangana 500001, India"
SO-2024-0278,SilverLine Transport,orders@silverlinetransport.com,2024-05-21,50058.61,JPY,DELIVERED,"44 Business Ave, Seattle, WA 98101, USA"
SO-2024-0279,Phoenix Recycling,ops@phoenixrecycling.com,2024-08-16,65280.35,USD,CONFIRMED,"10 Industrial Way, Singapore 048583, Singapore"
SO-2024-0280,Nordic Supplies AB,procurement@nordicsuppliesab.com,2024-09-27,4796.03,USD,DELIVERED,"872 Maple Dr, Delhi, Delhi 110001, India"
SO-2024-0281,Horizon Textiles,orders@horizontextiles.com,2025-03-31,47956.05,USD,DELIVERED,"284 Station Rd, Seattle, WA 98101, USA"
SO-2024-0282,BlueWave Logistics,sales@bluewavelogistics.com,2024-07-14,63657.80,INR,SHIPPED,"413 River Rd, Singapore 048583, Singapore"
SO-2024-0283,JetStream Aviation,orders@jetstreamaviation.com,2025-01-10,23493.28,INR,DELIVERED,"962 Maple Dr, Dubai 00000, UAE"
SO-2024-0284,MegaTech Inc,supply@megatechinc.com,2025-03-17,54481.25,EUR,DELIVERED,"281 Station Rd, Dubai 00000, UAE"
SO-2024-0285,CloudNine Services,supply@cloudnineservices.com,2025-02-05,19014.21,GBP,SHIPPED,"185 Oak St, Denver, CO 80201, USA"
SO-2024-0286,Ironclad Security,ops@ironcladsecurity.com,2025-04-25,71900.85,EUR,CONFIRMED,"859 Tech Park Rd, Los Angeles, CA 90001, USA"
SO-2024-0287,BrightPath Labs,procurement@brightpathlabs.com,2024-12-14,42588.71,SGD,DELIVERED,"682 Warehouse Rd, Chennai, Tamil Nadu 600001, India"
SO-2024-0288,JetStream Aviation,info@jetstreamaviation.com,,18555.16,INR,CANCELLED,"919 Business Ave, Houston, TX 77001, USA"
SO-2024-0289,Sapphire Financial,ops@sapphirefinancial.com,2024-08-11,38003.92,EUR,DELIVERED,"930 Harbor Blvd, Seattle, WA 98101, USA"
SO-2024-0290,Frontier Agriculture,supply@frontieragriculture.com,,56581.71,EUR,CANCELLED,"491 Oak St, Mumbai, Maharashtra 400001, India"
SO-2024-0291,BlueWave Logistics,supply@bluewavelogistics.com,2025-01-26,73786.86,USD,CONFIRMED,"263 Victoria Rd, Berlin 10115, Germany"
SO-2024-0292,CloudNine Services,procurement@cloudnineservices.com,2024-11-05,72123.90,CAD,CONFIRMED,"876 Main St, Tokyo 100-0001, Japan"
SO-2024-0293,Mosaic Designs,supply@mosaicdesigns.com,2025-02-03,68502.51,GBP,DELIVERED,"582 River Rd, Denver, CO 80201, USA"
SO-2024-0294,Beacon Software,purchase@beaconsoftware.com,2024-12-30,44415.38,GBP,SHIPPED,"187 Tech Park Rd, Delhi, Delhi 110001, India"
SO-2024-0295,Mosaic Designs,sales@mosaicdesigns.com,2024-08-27,29205.61,EUR,DELIVERED,"718 Innovation Dr, Bangalore, Karnataka 560001, India"
SO-2024-0296,CloudNine Services,info@cloudnineservices.com,2024-01-26,88396.99,USD,SHIPPED,"813 Maple Dr, Paris 75001, France"
SO-2024-0297,Neptune Fisheries,ops@neptunefisheries.com,2024-12-14,33012.54,USD,DELIVERED,"770 River Rd, Munich 80331, Germany"
SO-2024-0298,Quantum Retail,ops@quantumretail.com,2024-03-26,24096.50,USD,DELIVERED,"239 Maple Dr, London EC1A 1BB, UK"
SO-2024-0299,Apex Innovations,orders@apexinnovations.com,2024-02-17,97113.97,USD,DELIVERED,"312 Maple Dr, Paris 75001, France"
SO-2024-0300,PrimePath Consulting,purchase@primepathconsulting.com,,55086.92,USD,CANCELLED,"670 Commerce Blvd, Denver, CO 80201, USA"
SO-2024-0301,Delta Systems,procurement@deltasystems.com,2024-08-07,85935.94,USD,CONFIRMED,"919 Tech Park Rd, Sydney, NSW 2000, Australia"
SO-2024-0302,Atlas Engineering,supply@atlasengineering.com,2024-11-17,51173.18,USD,CONFIRMED,"73 Innovation Dr, Austin, TX 73301, USA"
SO-2024-0303,Acme Corporation,purchase@acmecorporation.com,,12120.34,INR,CANCELLED,"205 Queen St, San Francisco, CA 94105, USA"
SO-2024-0304,Ivory Tower Publishing,supply@ivorytowerpublishing.com,2024-10-25,3131.14,INR,SHIPPED,"123 River Rd, Boston, MA 02101, USA"
SO-2024-0305,CoreBridge Solutions,admin@corebridgesolutions.com,2024-11-16,60804.81,USD,DELIVERED,"351 Harbor Blvd, Chicago, IL 60601, USA"
SO-2024-0306,Lumen Lighting,supply@lumenlighting.com,2025-02-18,99321.95,CAD,PENDING,"938 Harbor Blvd, Miami, FL 33101, USA"
SO-2024-0307,Vertex Analytics,procurement@vertexanalytics.com,2024-04-11,56118.07,JPY,CONFIRMED,"895 High St, Chennai, Tamil Nadu 600001, India"
SO-2024-0308,Vertex Analytics,sales@vertexanalytics.com,2024-08-27,87692.56,EUR,DELIVERED,"551 Park Ave, London EC1A 1BB, UK"
SO-2024-0309,Dynamo Sports,ops@dynamosports.com,2025-04-22,86565.67,EUR,CONFIRMED,"707 Queen St, Sydney, NSW 2000, Australia"
SO-2024-0310,Ironclad Security,procurement@ironcladsecurity.com,,21331.74,INR,CANCELLED,"987 Market St, Delhi, Delhi 110001, India"
SO-2024-0311,Vertex Analytics,procurement@vertexanalytics.com,2024-03-05,40843.98,USD,SHIPPED,"590 Station Rd, Bangalore, Karnataka 560001, India"
SO-2024-0312,Delta Systems,orders@deltasystems.com,2024-06-24,2400.10,INR,CONFIRMED,"266 King St, Sydney, NSW 2000, Australia"
SO-2024-0313,Maple Creek Farms,sales@maplecreekfarms.com,2025-06-02,37164.71,USD,SHIPPED,"559 Tech Park Rd, Seattle, WA 98101, USA"
SO-2024-0314,Atlas Engineering,procurement@atlasengineering.com,2025-05-09,33350.93,USD,DELIVERED,"552 Central Ave, Denver, CO 80201, USA"
SO-2024-0315,PrimePath Consulting,purchase@primepathconsulting.com,2025-04-01,63659.05,SGD,CONFIRMED,"940 King St, Hyderabad, Telangana 500001, India"
SO-2024-0316,Summit Healthcare,info@summithealthcare.com,2024-07-23,73108.46,EUR,DELIVERED,"346 Park Ave, Dubai 00000, UAE"
SO-2024-0317,Vanguard Motors,supply@vanguardmotors.com,2024-03-15,48981.06,INR,SHIPPED,"426 Innovation Dr, Sydney, NSW 2000, Australia"
SO-2024-0318,Zenith Electronics,ops@zenithelectronics.com,2025-01-26,73146.98,GBP,DELIVERED,"982 Enterprise Ln, Munich 80331, Germany"
SO-2024-0319,GreenLeaf Organics,purchase@greenleaforganics.com,2024-09-02,89185.44,GBP,CONFIRMED,"439 High St, Hyderabad, Telangana 500001, India"
SO-2024-0320,MegaTech Inc,sales@megatechinc.com,2024-06-26,73359.78,EUR,DELIVERED,"930 Main St, Los Angeles, CA 90001, USA"
SO-2024-0321,Omega Chemicals,purchase@omegachemicals.com,2024-08-26,81032.69,USD,SHIPPED,"114 Enterprise Ln, Hyderabad, Telangana 500001, India"
SO-2024-0322,Omega Chemicals,info@omegachemicals.com,2024-11-10,20016.87,USD,DELIVERED,"876 King St, Munich 80331, Germany"
SO-2024-0323,Evergreen Foods,sales@evergreenfoods.com,2024-03-20,722.83,USD,DELIVERED,"954 Business Ave, Berlin 10115, Germany"
SO-2024-0324,SilverLine Transport,sales@silverlinetransport.com,2024-04-12,47991.74,USD,SHIPPED,"453 Central Ave, Miami, FL 33101, USA"
SO-2024-0325,Orbit Digital,sales@orbitdigital.com,2025-01-16,84497.25,USD,DELIVERED,"779 Commerce Blvd, Seattle, WA 98101, USA"
SO-2024-0326,MegaTech Inc,sales@megatechinc.com,2024-12-08,63919.21,EUR,SHIPPED,"176 Maple Dr, Delhi, Delhi 110001, India"
SO-2024-0327,Atlas Engineering,supply@atlasengineering.com,2025-02-11,14488.39,EUR,DELIVERED,"833 Tech Park Rd, New York, NY 10001, USA"
SO-2024-0328,Pinnacle Group,procurement@pinnaclegroup.com,2025-03-08,59021.41,USD,PENDING,"636 Commerce Blvd, Tokyo 100-0001, Japan"
SO-2024-0329,Pinnacle Group,admin@pinnaclegroup.com,2024-03-12,40119.48,USD,DELIVERED,"200 Industrial Way, New York, NY 10001, USA"
SO-2024-0330,Apex Innovations,info@apexinnovations.com,2024-04-17,56030.56,SGD,PENDING,"485 Harbor Blvd, Tokyo 100-0001, Japan"
SO-2024-0331,CoreBridge Solutions,procurement@corebridgesolutions.com,2024-11-05,94013.40,USD,SHIPPED,"444 Innovation Dr, New York, NY 10001, USA"
SO-2024-0332,Delta Systems,procurement@deltasystems.com,2025-02-22,26478.94,USD,PENDING,"532 Maple Dr, Manchester M1 1AA, UK"
SO-2024-0333,SilverLine Transport,procurement@silverlinetransport.com,,29101.18,INR,CANCELLED,"478 High St, Denver, CO 80201, USA"
SO-2024-0334,Nordic Supplies AB,admin@nordicsuppliesab.com,2024-12-13,60700.74,GBP,CONFIRMED,"508 Warehouse Rd, Hyderabad, Telangana 500001, India"
SO-2024-0335,Harbor Marine,supply@harbormarine.com,,43481.24,EUR,CANCELLED,"220 Harbor Blvd, Mumbai, Maharashtra 400001, India"
SO-2024-0336,Frontier Agriculture,ops@frontieragriculture.com,2024-08-02,49399.49,GBP,SHIPPED,"457 Business Ave, Dubai 00000, UAE"
SO-2024-0337,Orbit Digital,procurement@orbitdigital.com,2024-07-25,92096.27,EUR,DELIVERED,"690 Station Rd, San Francisco, CA 94105, USA"
SO-2024-0338,GreenLeaf Organics,purchase@greenleaforganics.com,2024-02-07,12801.29,EUR,PENDING,"746 Industrial Way, Mumbai, Maharashtra 400001, India"
SO-2024-0339,Ironclad Security,supply@ironcladsecurity.com,2025-05-17,12556.96,USD,PENDING,"119 Tech Park Rd, Toronto, ON M5A 1A1, Canada"
